,step,sn,pe_cycle,read_cnt,retention,block,bias_idx_num,cell_cnt
317551,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,15,5
317552,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,16,0
317553,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,17,9
317554,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,18,12
317555,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,19,27
317556,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,20,47
317557,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,21,82
317558,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,22,129
317559,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,23,336
317560,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,24,335
317561,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,25,845
317562,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,26,710
317563,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,27,1054
317564,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,28,1537
317565,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,29,2027
317566,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,30,1639
317567,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,31,1959
317568,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,32,1311
317569,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,33,1776
317570,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,34,1333
317571,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,35,681
317572,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,36,943
317573,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,37,549
317574,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,38,403
317575,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,39,260
317576,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,40,102
317577,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,41,105
317578,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,42,52
317579,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,43,32
317580,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,44,18
317581,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,45,24
317582,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,46,14
317583,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,47,21
317584,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,48,-1
317585,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,49,30
317586,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,50,43
317587,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,51,97
317588,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,52,148
317589,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,53,241
317590,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,54,474
317591,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,55,571
317592,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,56,873
317593,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,57,1203
317594,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,58,1056
317595,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,59,1732
317596,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,60,1576
317597,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,61,1843
317598,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,62,1703
317599,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,63,1544
317600,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,64,1101
317601,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,65,1200
317602,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,66,875
317603,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,67,528
317604,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,68,286
317605,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,69,472
317606,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,70,168
317607,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,71,129
317608,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,72,94
317609,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,73,60
317610,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,74,38
317611,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,75,21
317612,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,76,26
317613,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,77,28
317614,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,78,73
317615,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,79,68
317616,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,80,132
317617,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,81,192
317618,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,82,208
317619,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,83,511
317620,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,84,564
317621,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,85,526
317622,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,86,639
317623,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,87,1239
317624,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,88,1168
317625,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,89,1593
317626,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,90,1397
317627,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,91,1865
317628,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,92,1237
317629,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,93,1267
317630,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,94,1533
317631,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,95,933
317632,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,96,1029
317633,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,97,641
317634,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,98,396
317635,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,99,397
317636,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,100,232
317637,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,101,179
317638,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,102,111
317639,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,103,87
317640,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,104,45
317641,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,105,25
317642,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,106,63
317643,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,107,64
317644,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,108,87
317645,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,109,144
317646,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,110,116
317647,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,111,267
317648,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,112,350
317649,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,113,487
317650,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,114,916
317651,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,115,776
317652,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,116,964
317653,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,117,962
317654,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,118,1790
317655,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,119,1885
317656,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,120,1142
317657,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,121,1336
317658,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,122,1669
317659,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,123,1599
317660,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,124,931
317661,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,125,909
317662,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,126,656
317663,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,127,457
317664,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,128,333
317665,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,129,244
317666,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,130,125
317667,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,131,122
317668,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,132,61
317669,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,133,25
317670,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,134,49
317671,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,135,39
317672,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,136,40
317673,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,137,60
317674,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,138,57
317675,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,139,113
317676,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,140,-40
317677,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,141,170
317678,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,142,219
317679,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,143,234
317680,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,144,433
317681,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,145,462
317682,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,146,716
317683,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,147,731
317684,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,148,847
317685,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,149,1325
317686,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,150,990
317687,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,151,1623
317688,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,152,1008
317689,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,153,1629
317690,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,154,1616
317691,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,155,1078
317692,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,156,1132
317693,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,157,815
317694,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,158,937
317695,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,159,530
317696,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,160,565
317697,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,161,359
317698,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,162,174
317699,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,163,201
317700,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,164,97
317701,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,165,82
317702,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,166,49
317703,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,167,56
317704,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,168,52
317705,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,169,46
317706,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,170,85
317707,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,171,90
317708,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,172,139
317709,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,173,119
317710,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,174,284
317711,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,175,808
317712,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,176,381
317713,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,177,534
317714,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,178,820
317715,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,179,778
317716,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,180,1096
317717,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,181,996
317718,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,182,962
317719,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,183,1419
317720,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,184,1205
317721,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,185,1151
317722,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,186,1257
317723,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,187,1185
317724,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,188,975
317725,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,189,638
317726,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,190,872
317727,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,191,739
317728,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,192,480
317729,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,193,371
317730,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,194,281
317731,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,195,202
317732,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,196,157
317733,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,197,120
317734,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,198,78
317735,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,199,45
317736,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,200,49
317737,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,201,32
317738,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,202,21
317739,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,203,32
317740,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,204,60
317741,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,205,35
317742,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,206,62
317743,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,207,80
317744,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,208,114
317745,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,209,140
317746,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,210,107
317747,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,211,195
317748,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,212,244
317749,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,213,33
317750,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,214,331
317751,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,215,362
317752,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,216,394
317753,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,217,575
317754,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,218,614
317755,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,219,1008
317756,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,220,516
317757,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,221,1018
317758,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,222,970
317759,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,223,1382
317760,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,224,1404
317761,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,225,953
317762,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,226,881
317763,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,227,1208
317764,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,228,905
317765,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,229,992
317766,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,230,803
317767,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,231,516
317768,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,232,490
317769,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,233,474
317770,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,234,380
317771,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,235,269
317772,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,236,162
317773,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,237,160
317774,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,238,93
317775,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,239,82
317776,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,240,26
317777,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,241,31
317778,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,242,21
317779,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,243,17
317780,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,244,6
317781,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,245,3
317782,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,246,3
317783,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,247,1
317784,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,248,-1
317785,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,249,1
317786,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,250,1
317787,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,251,0
317788,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,252,0
317789,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,253,0
317790,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,254,0
317791,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,255,0
317792,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,256,0
317793,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,257,0
317794,3448,2522FT1WB5M2WS201009,7000,0,12960000,300,258,0
